"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","fixed_acidity_n","volatile_acidity_n","citric_acid_n","residual_sugar_n","chlorides_n","free_sulfur_dioxide_n","total_sulfur_dioxide_n","density_n","pH_n","sulphates_n","alcohol_n","alcohol_d","sulphates_d","volatile_acidity_d","citric_acid_d","quality_d","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"20",7.9,0.32,0.51,1.8,0.079,17,56,0.9969,3.04,1.08,9.2,6,-0.223465032445972,-1.19722396442802,1.23481855528822,-0.672397573270565,-0.128948850463325,0.180936837195145,0.355076840802313,0.095641638307123,-1.80803833131019,3.25339314915092,-1.164433300576,"Bajo","Alto","Bajo","Alto","Normal",2.16371167177142,-0.559042678100056,-1.57861106132214,-1.03871040084519,-2.15460274329777,-0.585492943360136,0.875579182598536,2.02402770683198,-0.165913898958828,-0.56386053601274
"21",8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,0.38401641413871,-1.78579635197637,1.08013571699195,-0.672397573270565,-0.216819812274899,1.46063312621116,0.486908934246999,0.0390131188473521,0.545035135314031,-0.858998665467516,-0.970830259413396,"Bajo","Bajo","Bajo","Alto","Normal",0.557616653057699,0.35675706542155,-1.58230327884036,-1.4185413191729,0.136125350643752,-0.190160338575239,-1.75329302118836,-0.862328763312371,-0.321998685239943,-0.424824222298959
"22",7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5,-0.405709466421377,-0.78522329314417,0.203599633313048,-0.104759265018818,0.00285759225403451,0.820784981703153,0.849447191219884,0.831812391284208,1.41903385148874,0.0382504577219615,-0.680425697669497,"Medio","Medio","Bajo","Medio","Normal",-0.213444668885951,0.868675879543719,-1.07096532295047,0.0764273591121824,-0.74172360271317,-0.770618847964689,-1.33709538452721,-0.637208550150208,0.318849353797168,-0.0161957779289727
"23",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,-0.223465032445972,-0.549794338124828,-0.312009827674541,-0.899452896571264,1.05730913399292,-0.565552664730864,-0.271125603059943,-0.0742439200721898,-0.934039615135479,1.9822902246325,-0.874028738832096,"Bajo","Alto","Medio","Medio","Normal",0.806192675095023,-0.206244748053216,0.257248834726423,-0.758322732179601,-2.23430934626828,0.285321844169226,0.55828740340543,1.19390241134265,-0.333697483024639,0.261913723400839
"24",8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5,0.141023835504837,-0.196650905595816,-0.827619288662129,-0.104759265018818,0.0907285540656088,-0.672194022148865,0.717615097775198,0.0390131188473521,-0.934039615135479,-0.858998665467516,-0.970830259413396,"Bajo","Bajo","Medio","Medio","Normal",0.0681776618779188,0.962686930763341,0.606659862054439,-0.894239515981665,0.53904960414652,0.191028490288313,-0.299956224742223,0.948665255378434,0.0139226961865195,0.922296095987175
"25",6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,-0.830946479030654,-0.726366054389335,-0.672936450365852,0.00876839663153114,0.134664034971396,0.607502266867151,-0.172251532976428,0.0390131188473521,0.813957817213942,-0.111291062809618,-0.680425697669497,"Medio","Medio","Medio","Medio","Normal",-0.877464430932471,0.353794312499093,-0.290522419832727,-0.0530642989540298,-0.67108118953395,-0.308444717889152,-1.08484252424662,-0.00494065346026829,-0.71704403283717,0.0309390965768168
"26",6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5,-1.19543534698146,-0.78522329314417,-0.569814558168335,-1.12650821987196,-0.0850133695575386,-0.458911307312862,-0.732537930116341,-0.697157634129733,0.208881782939141,-0.634686384670147,-1.0676317799947,"Bajo","Medio","Bajo","Medio","Normal",-1.25697055063668,-0.348911003464917,0.653968043782219,-1.51763652116565,-0.543838499667806,-0.0193479948214781,-1.07917821491091,0.582649978540743,-0.412820561173755,-0.189623962960124
"27",7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5,-0.405709466421377,-0.6675088156345,-0.157326989378264,-0.672397573270565,-0.0850133695575386,-1.20540080923887,-1.1280342104504,-0.300757997911336,-0.194502239910726,-0.410374103872778,-0.874028738832096,"Bajo","Medio","Medio","Medio","Normal",-0.184425702641382,-0.738039247428152,1.32967316576119,-1.15280083016577,-0.285599740271423,-0.19982330204692,-0.786088067908072,0.629964702501445,-0.2308418920863,-0.119340853157006
"28",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,-0.223465032445972,-0.549794338124828,-0.312009827674541,-0.899452896571264,1.05730913399292,-0.565552664730864,-0.271125603059943,-0.0742439200721898,-0.934039615135479,1.9822902246325,-0.874028738832096,"Bajo","Alto","Medio","Medio","Normal",0.806192675095023,-0.206244748053216,0.257248834726423,-0.758322732179601,-2.23430934626828,0.285321844169226,0.55828740340543,1.19390241134265,-0.333697483024639,0.261913723400839
"29",7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,-0.709450189713718,1.09820834701057,-1.39478969574848,-0.558869911620216,-0.0850133695575386,-0.138987235058858,-0.337041649782285,0.265527196686436,1.08288049911385,-0.709457144935936,-0.970830259413396,"Bajo","Bajo","Alto","Bajo","Normal",-1.82036613067752,1.0936848730297,1.19149679926756,-0.264363402751855,-0.354793934414695,-0.724325021618966,-0.106330179675318,-0.344058900903315,-0.116750811983861,0.0374307269780679
"30",7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6,-0.284213177104441,0.715636295104135,-1.39478969574848,-0.445342249969866,0.00285759225403451,-0.778835379566866,-0.963244093644541,-0.187500958991794,0.477804464839051,-0.410374103872778,-0.583624177088195,"Medio","Medio","Alto","Bajo","Normal",-1.30018124355786,0.10899043588265,1.64987431748675,-0.295825521081063,-0.315365381678564,-0.379487746616543,0.136729992042353,0.0338530336856118,-0.388807794968058,0.293090859804792
"31",6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,-0.952442768347591,0.892208011368641,-1.03386307305716,0.00876839663153114,0.310405958594543,0.180936837195145,1.21198544819277,-0.52727207575042,0.27611245341412,-0.784227905201726,-0.293219615344295,"Medio","Bajo","Alto","Bajo","Normal",-1.64569845603933,1.35116265268939,-0.0867116109785769,0.0884033489908104,0.246362446484857,0.602562507954419,0.0338365990838872,0.439748063404954,0.40350203329668,0.308134452797409
"32",6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,-0.830946479030654,0.951065250123477,-1.39478969574848,0.122296058281881,1.01337365308713,0.714143624285152,-0.271125603059943,-0.0742439200721898,1.01564982863887,-0.559915624404357,0.190787987562206,"Medio","Medio","Alto","Bajo","Normal",-1.75477003734231,0.952748886660546,0.525452638434009,0.81087548988975,-0.471454541687854,0.622437630699099,-0.0187216487267366,-0.7425579546949,-0.643264740620537,0.0863247606401419
"33",8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,0.019527546187901,0.77449353385897,-0.77605834256337,-0.104759265018818,0.046793073159822,-0.0323458776408571,2.23368417238908,-0.0742439200721898,-0.934039615135479,0.113021217987751,-0.583624177088195,"Medio","Medio","Alto","Medio","Normal",-0.174265494517221,1.73242135099937,-0.644916677371251,-0.338176734069294,0.224485596478875,0.307897392428867,0.898369424510887,1.12524321872775,0.831391428039946,0.970285376557114
"34",6.9,0.605,0.12,2.2,0.073,40,83,0.9993,3.45,0.52,9.4,6,-0.830946479030654,0.480207340084793,-0.77605834256337,-0.218286926669167,-0.392561735898047,2.63368805780918,1.24494347155394,1.45472610534175,0.948419158163897,-0.933769425733306,-0.970830259413396,"Bajo","Bajo","Medio","Medio","Normal",-1.20553444927694,2.72165372830669,-1.54938637505449,-0.153724497838685,0.167669424389366,-0.991115007029482,-0.532043164833219,-1.17120578627539,-0.651162380938997,-0.124024187537732
"35",5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5,-1.86366493822461,-1.19722396442802,-0.105766043279505,-0.672397573270565,0.925502691275559,-0.24562859247686,0.157328700635285,-0.583900595210191,0.477804464839051,-0.709457144935936,-1.164433300576,"Bajo","Bajo","Bajo","Medio","Normal",-1.11561240107304,0.313267379531708,0.0677891014621466,-1.01416735952084,-0.959721899751732,0.784113274348852,-1.97064777935915,0.800303108003034,0.0204906317298881,-0.368508048970043
"36",7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,-0.284213177104441,0.715636295104135,-1.39478969574848,3.52812590779236,0.178599515877182,-1.09875945182087,-0.897328046922198,1.05832646912335,0.612265805789007,-0.709457144935936,-0.777227218250797,"Medio","Bajo","Alto","Bajo","Normal",-0.178471883116422,1.08831982522218,2.16475352318357,2.94166716789609,0.89905263867427,-0.985572798149938,-1.10248847207423,0.993629456765522,-0.986451721736466,0.265177032303219
"37",7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6,-0.284213177104441,0.450778720707375,-0.672936450365852,0.00876839663153114,0.178599515877182,-1.31204216665687,-0.996202117005712,0.435412755065811,0.746727146738962,-0.335603343606988,0.384391028724808,"Medio","Medio","Medio","Medio","Normal",-0.651693639098408,-0.516245590140991,1.71258498858175,0.541166794015965,-0.190222376713231,-0.278435056134796,-0.206061541254962,-0.334901196199328,0.255220593775708,0.312954522207858
"38",8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,-0.101968743129036,-0.844080531899006,0.0489167950167714,-0.331814588319517,-0.700110102238554,-0.24562859247686,-0.501831766588142,0.0390131188473521,-0.530655592285613,0.63641653984828,-0.680425697669497,"Medio","Alto","Bajo","Medio","Excelente",0.444476069222135,-0.607717410110985,-0.0729684519172022,-0.793380819153918,-0.376396391557062,-0.792554258264266,-0.166380736524903,0.757366069333218,-0.456755258878913,-0.00936115841855831
"39",5.7,0.52,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4,-1.55992421493227,-0.0200791893313089,-0.930741180859647,-1.01298055822161,3.95705087377485,-0.885476736984867,-0.864370023561027,-1.54658542602636,1.28457251053878,-1.23285246679647,-0.583624177088195,"Medio","Bajo","Medio","Bajo","Normal",-1.94282160077763,0.506392671043805,2.17506786372783,-0.33686570183677,-2.15513147563413,3.26979196315486,-1.69626409556918,-0.328290868942586,-0.110342742339619,-0.340987847606994
"40",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,-0.587953900396782,-0.432079860615157,0.461404363806842,3.98223655439376,-0.348626254992259,-0.352269949894861,1.37677556499863,0.605298313445124,0.141651112464164,1.38412414250618,0.0939864669809062,"Medio","Alto","Medio","Medio","Normal",1.10648279105754,0.436925526514957,-1.14054501451792,3.52303456847362,0.411276282073015,-0.78512858153799,-0.840253702874122,2.07511692779377,0.32702870514246,0.0407204672454398
"41",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,-0.587953900396782,-0.432079860615157,0.461404363806842,3.98223655439376,-0.348626254992259,-0.352269949894861,1.37677556499863,0.605298313445124,0.141651112464164,1.38412414250618,0.0939864669809062,"Medio","Alto","Medio","Medio","Normal",1.10648279105754,0.436925526514957,-1.14054501451792,3.52303456847362,0.411276282073015,-0.78512858153799,-0.840253702874122,2.07511692779377,0.32702870514246,0.0407204672454398
"42",8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4,0.323268269480242,0.50963595946221,0.152038687214289,0.462879043232929,0.266470477688756,0.180936837195145,0.0254966071905997,0.492041274525582,-0.328963580860681,-1.0085401859991,-1.0676317799947,"Bajo","Bajo","Medio","Medio","Normal",0.417355961747204,1.31268240779698,0.63592842628928,-0.18993170137301,0.688448378131408,-0.0580556607219986,-0.331044628983477,-0.0186281294604665,-0.259945612085422,-0.423915502162286
"43",7.5,0.49,0.2,2.6,0.079,8,14,0.9968,3.21,0.9,10.5,6,-0.466457611079845,-0.196650905595816,-0.363570773773299,0.23582371993223,-0.128948850463325,-0.778835379566866,-1.02916014036688,0.0390131188473521,-0.665116933235569,1.90751946436671,0.0939864669809062,"Medio","Alto","Medio","Medio","Normal",0.418734832733605,-1.15205581613938,0.461226435689669,0.473075292716063,-1.21415470201883,-0.520911621506318,0.761979500656105,1.1986269470223,-0.555543365924474,0.0553924204525808
"44",8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,0.62,10.3,5,-0.101968743129036,0.803922153236388,-0.260448881575782,-0.218286926669167,-0.568303659521193,-0.672194022148865,-0.732537930116341,0.0390131188473521,-0.0600408989607704,-0.186061823075408,-0.0996165741816936,"Medio","Medio","Alto","Medio","Normal",-0.446474358109792,-0.262571770249453,1.04194841080859,-0.169739786539551,0.297487402519437,-0.546532833674304,0.526930727006653,0.0919236923851616,0.0696095259340099,-0.232534045433429
"45",6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5,-0.891694623689123,0.862779391991224,-1.29166780355096,-0.672397573270565,-1.40307779673114,-1.09875945182087,-1.1280342104504,-0.300757997911336,1.15011116958883,-0.933769425733306,-0.874028738832096,"Bajo","Bajo","Alto","Bajo","Normal",-2.28294428432758,-0.242294101964658,1.7355671511819,-0.670052001649618,0.287832010909091,-1.49512362412161,-0.247977545695691,0.12247166823903,0.0472751387877258,-0.137133864120039
"46",4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.31,0.56,13.1,4,-2.22815380617542,-0.0200791893313089,-0.621375504267094,-0.331814588319517,-1.227335873108,-0.778835379566866,0.651699051052855,-1.88635654278511,0.00718977151420882,-0.634686384670147,2.61082600209471,"Alto","Medio","Medio","Medio","Normal",-2.72364564833464,-2.07055656127264,-0.813177192039897,0.303544531441764,1.21899636579405,1.08821944199428,0.298829681676021,0.899164147644259,1.05293680063536,0.542722726612056
"47",7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,-0.344961321762909,2.42249621899436,0.822330986498154,-0.218286926669167,1.40879298123921,0.714143624285152,2.26664219575025,0.152270157766894,-0.396194251335658,0.63641653984828,-1.164433300576,"Bajo","Alto","Alto","Alto","Normal",0.16249799836179,2.91725717223285,-0.629318741542367,0.145113403221477,-0.781226546569609,0.911619651584607,1.44445224044363,0.457717922465725,1.50586427095327,-1.14064752301259
"48",8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,5,0.262520124821773,-1.37379568069253,1.28637950138698,-0.899452896571264,1.36485750033343,-0.352269949894861,-0.271125603059943,0.095641638307123,-0.396194251335658,-0.485144864138568,-0.874028738832096,"Bajo","Medio","Bajo","Alto","Normal",1.39346186074343,-0.0685340440822474,0.323313953897478,-1.40601742078463,-0.688679741709093,1.00381723636068,-1.36857198424271,-0.157793894443007,0.141029515814474,-0.465417616115724
"49",6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5,-1.134687202323,-0.726366054389335,-0.208887935477023,-0.899452896571264,-0.700110102238554,-1.09875945182087,-1.09507618708923,-0.52727207575042,0.208881782939141,-0.634686384670147,-1.164433300576,"Bajo","Medio","Medio","Medio","Normal",-1.01255180864901,-0.79061398252917,1.09525998006529,-1.45607737479363,-0.206916165872082,-0.637487332760137,-1.14523744415731,0.821328041777413,-0.138449618877413,-0.436019018495801
"50",5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,5,-1.62067235959074,-1.25608120318285,0.512965309905601,-1.12650821987196,-0.348626254992259,-0.352269949894861,1.67339777524917,-0.753786153589567,0.0744204419891851,-0.485144864138568,-1.164433300576,"Bajo","Medio","Bajo","Medio","Normal",-0.866570673834525,0.343236741685723,-1.15539186589566,-1.71662221566791,-0.31083821802415,0.208816880711133,-1.51718258495686,1.33328577283418,1.22396286688365,-0.125573862798622
"51",8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,0.323268269480242,0.803922153236388,-0.0542050971807463,-0.785925234920914,-0.348626254992259,-1.20540080923887,-0.732537930116341,0.208898677226665,-1.06850095608543,0.711187300114069,-1.164433300576,"Bajo","Alto","Alto","Medio","Normal",0.605233487747652,-0.000804609777766752,1.42628474176919,-1.07965821657893,-0.474134447954405,-0.759453951547271,1.09562075193637,0.935817712241701,0.115760088422551,-0.264602634082514
"52",6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,-1.01319091300606,-0.0200791893313089,-1.18854591135344,-0.218286926669167,-0.568303659521193,-0.778835379566866,-0.996202117005712,-0.640529114669962,0.612265805789007,-0.111291062809618,-0.970830259413396,"Bajo","Medio","Medio","Bajo","Normal",-1.60162456498098,-0.377571996276498,1.11115000073211,-0.40678373887609,-0.464838332515161,-0.770176804547048,-0.508446874826998,0.809713805605736,-0.522098689163631,-0.0455756600188316
"53",6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,-1.01319091300606,-0.13779366684098,-1.18854591135344,-0.331814588319517,-0.61223914042698,-0.992118094402869,-1.02916014036688,-0.697157634129733,0.545035135314031,-0.0365203025438284,-0.970830259413396,"Bajo","Medio","Medio","Bajo","Normal",-1.55962657703638,-0.557866089402194,1.18738134713898,-0.534695445427481,-0.530135180297307,-0.784395424883493,-0.518277257655147,0.9313542052232,-0.444688039930296,0.0367198164535823
"54",8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,5,0.201771980163305,-0.844080531899006,0.461404363806842,0.689934366533628,-0.0410778886517517,1.56727448362916,2.43143231255611,0.152270157766894,-0.732347603710545,-0.634686384670147,-0.970830259413396,"Bajo","Medio","Bajo","Medio","Normal",0.777140816877552,1.97114519773306,-2.22879560711057,-0.3822076602628,0.887712133594257,0.3245561293167,-0.810040504380083,0.60263485752297,0.0458084597069204,0.287432996034612
